original_isbn,img,price,url,provider
385537131,https://lzd-img-global.slatic.net/g/p/dbaa07a1c656decc03086e73b19bfb5c.jpg_200x200q80.jpg_.webp,21.44,https:////www.lazada.sg/products/sycamore-row-killing-time-sequel-indus-road-original-english-version-i1195250954.html,Lazada
385539258,https://lzd-img-global.slatic.net/g/p/66998a61f34a66db5ea55064b49fef97.jpg_200x200q80.jpg_.webp,23.90,https:////www.lazada.sg/products/a-little-life-by-hanya-yanagihara-uk-edition-paperback-i2243775186.html,Lazada
385539703,https://lzd-img-global.slatic.net/g/ff/kf/Sc73c1f0d9745426bab819802068543d4J.jpg_200x200q80.jpg_.webp,14.00,https:////www.lazada.sg/products/the-bus-driver-gift-wrap-avail-childrens-book-storytime-acts-of-kindness-unsung-heroes-i1934947129.html,Lazada
385542364,https://lzd-img-global.slatic.net/g/p/a13b0c3ac534d86f1c17f80fab448bbb.jpg_200x200q80.jpg_.webp,16.95,https:////www.lazada.sg/products/maths-olympiad-junior-advanced-edition-primary-math-school-assessment-sap-i698428889.html,Lazada
385683421,https://lzd-img-global.slatic.net/g/p/888c5ad7739266fcb0b4642663cd1f1d.jpg_200x200q80.jpg_.webp,29.57,https:////www.lazada.sg/products/a-spool-of-blue-thread-a-novel-by-anne-tyler-us-edition-paperback-i2239281044.html,Lazada
385720106,https://lzd-img-global.slatic.net/g/p/eb38507f5562d50a40068f063ad1cb37.jpg_200x200q80.jpg_.webp,23.68,https:////www.lazada.sg/products/the-map-that-changed-the-world-a-tale-of-rocks-ruin-and-redemption-by-simon-winchester-uk-edition-paperback-i2227426406.html,Lazada
385721420,https://lzd-img-global.slatic.net/g/p/1024548f73cf948be2082e2ebff1dea9.png_200x200q80.png_.webp,21.65,https:////www.lazada.sg/products/june-2nd-ep-luv-sign-i2484480568.html,Lazada
385729367,https://lzd-img-global.slatic.net/g/p/89cb42dbe59384e46be6f27d7b0b85dd.jpg_200x200q80.jpg_.webp,20.73,https:////www.lazada.sg/products/forever-in-blue-the-fourth-summer-of-the-sisterhood-by-ann-brashares-us-edition-paperback-i2227002279.html,Lazada
385731051,https://lzd-img-global.slatic.net/g/p/b08cf4e4bf9caf5f0f94f2b9098cb620.png_200x200q80.png_.webp,18.69,https:////www.lazada.sg/products/milu-the-second-summer-of-the-sisterhood-original-english-books-i2980767537.html,Lazada
385732538,https://lzd-img-global.slatic.net/g/p/7828ccf450b3d7aca68e536d4ef9d0a0.jpg_200x200q80.jpg_.webp,17.56,https:////www.lazada.sg/products/messenger-by-lois-lowry-uk-edition-paperback-i2805457428.html,Lazada
385733410,https://lzd-img-global.slatic.net/g/p/f5680cd44d8ffa4fd8dec35ec5f95c86.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/primary-1-to-6-intensive-mathematics-drillsprimary-mathematics-assessment-book-i1613274359.html,Lazada
385733585,https://lzd-img-global.slatic.net/g/p/1d131ea0d3d85f8925cd90dd40bb8e35.jpg_200x200q80.jpg_.webp,12.50,https:////www.lazada.sg/products/maths-top-the-class-term-semestral-papers-p5-p6-assessment-book-i2820238938.html,Lazada
385737424,https://lzd-img-global.slatic.net/g/p/074bdae99838c883423aebdd3948517e.jpg_200x200q80.jpg_.webp,14.90,https:////www.lazada.sg/products/when-you-reach-me-newbery-medal-winner-by-rebecca-stead-us-edition-paperback-i2386551394.html,Lazada
385743580,https://lzd-img-global.slatic.net/g/p/a4b5de8bf01625809ab8d8b29c53b7a6.png_200x200q80.png_.webp,15.00,https:////www.lazada.sg/products/sg-stockthe-ultimate-book-of-animalsearthspacefirefighterultimate-spotlight-5-8y-stem-interactive-picture-book-i2779024113.html,Lazada
393050327,https://lzd-img-global.slatic.net/g/p/b3fd8cd4eff57fec2b6e98c1391a0bb0.jpg_200x200q80.jpg_.webp,27.41,https:////www.lazada.sg/products/the-perfect-storm-a-true-story-of-men-against-the-sea-by-sebastian-junger-us-edition-paperback-i2239120028.html,Lazada
393324818,https://lzd-img-global.slatic.net/g/p/d5c04ffbffc1648730f5377651179a4e.jpg_200x200q80.jpg_.webp,12.12,https:////www.lazada.sg/products/moneyball-the-art-of-winning-an-unfair-game-i2422921778.html,Lazada
394298667,https://lzd-img-global.slatic.net/g/p/2c3c0d92a46e19c619ab655139fa3e5b.jpg_200x200q80.jpg_.webp,33.00,https:////www.lazada.sg/products/red-storm-rising-tom-clancy-military-anti-terrorism-novel-tom-clancy-war-theme-english-book-i3047591629.html,Lazada
394758285,https://lzd-img-global.slatic.net/g/p/d6c2e0feaed1b2b558f9a372b2494cd1.jpg_200x200q80.jpg_.webp,21.34,https:////www.lazada.sg/products/ferdinand-foxs-big-sleep-by-karen-inglis-uk-edition-paperback-i2229518358.html,Lazada
394800206,https://lzd-img-global.slatic.net/g/p/734af983241f3da3e0b757856656324f.jpg_200x200q80.jpg_.webp,5.99,https:////www.lazada.sg/products/sg-stock-go-dog-go-by-pd-eastman-children-picture-book-dr-seuss-pb-i852520577.html,Lazada
395169615,https://lzd-img-global.slatic.net/g/p/c2a45206a19b2a7ab748b13cf9d14c88.jpg_200x200q80.jpg_.webp,19.88,https:////www.lazada.sg/products/mike-mulligan-and-his-steam-shovel-by-virginia-lee-burton-us-edition-paperback-i2239297709.html,Lazada
395401461,https://lzd-img-global.slatic.net/g/p/2e7e27ab0e67d8003844a65f8cacda38.jpg_200x200q80.jpg_.webp,18.27,https:////www.lazada.sg/products/miss-nelson-is-missing-by-harry-allard-us-edition-paperback-i2239684221.html,Lazada
399154094,https://lzd-img-global.slatic.net/g/p/9ebd2a526e647ecb465902486cea75a9.jpg_200x200q80.jpg_.webp,41.20,https:////www.lazada.sg/products/milumilu-knit-the-season-friday-night-knitting-club-series-03-3-original-english-literary-novels-books-i2720621106.html,Lazada
399162097,https://lzd-img-global.slatic.net/g/p/df1a71545d9162b7379f72b1c92a6cec.jpg_200x200q80.jpg_.webp,37.84,https:////www.lazada.sg/products/we-go-limited-time-production-i2937392513.html,Lazada
399244557,https://lzd-img-global.slatic.net/g/p/487c65e58b792049de6ae465ca86ce6c.jpg_200x200q80.jpg_.webp,18.10,https:////www.lazada.sg/products/the-burning-bridge-rangers-apprentice-book-2-by-john-flanagan-us-edition-paperback-i2228377450.html,Lazada
399254129,https://lzd-img-global.slatic.net/g/p/903bdcd5033ff10551f6e45bb8de348f.jpg_200x200q80.jpg_.webp,35.97,https:////www.lazada.sg/products/spot-between-shades-of-gray-by-ruta-sepetys-physical-books-in-english-i2832672950.html,Lazada
413757102,https://lzd-img-global.slatic.net/g/p/fe6c7900520a00fbcf7d083691423d84.jpg_200x200q80.jpg_.webp,55.00,https:////www.lazada.sg/products/vox-amplug-2-ac30-headphone-guitar-amplifier-singapore-sole-authorized-distributor-i334954524.html,Lazada
413771164,https://lzd-img-global.slatic.net/g/p/fe7a15283765ae48dd10e2e3b4a258ce.jpg_200x200q80.jpg_.webp,22.34,https:////www.lazada.sg/products/101-bible-adventures-the-ultimate-quest-for-truth-paperback-rock-gifts-and-book-centre-i1729784361.html,Lazada
425143325,https://lzd-img-global.slatic.net/g/p/9906f647c18e55d34ba31a6b7d25dd2d.png_200x200q80.png_.webp,96.26,https:////www.lazada.sg/products/remorse-psychological-and-jurisprudential-perspectives-paperback-english-9781138274532-i2718423912.html,Lazada
425169693,https://lzd-img-global.slatic.net/g/p/9378ac46ee74fcdc44cf83c1b4089cf7.jpg_200x200q80.jpg_.webp,18.87,https:////www.lazada.sg/products/here-we-are-notes-for-living-on-planet-earth-by-oliver-jeffers-uk-edition-paperback-i2929634650.html,Lazada
425181103,https://lzd-img-global.slatic.net/g/p/bfd8916107500f9cbbe67fb13700969f.png_200x200q80.png_.webp,12.00,https:////www.lazada.sg/products/ws-popular-lit-for-kids-the-phantom-of-the-opera-children-book-age-6-12-i2672491429.html,Lazada
425184226,https://lzd-img-global.slatic.net/g/p/053801b8e4d4efece048b0750a4cfb2b.jpg_200x200q80.jpg_.webp,18.47,https:////www.lazada.sg/products/dim-sum-of-all-fears-by-vivien-chien-us-edition-paperback-i2231191779.html,Lazada
425192032,https://lzd-img-global.slatic.net/g/p/71db339f39d8ed000dc8379261d88b0f.jpg_200x200q80.jpg_.webp,4.00,https:////www.lazada.sg/products/sg-seller-cars-tattoo-book-lightning-mcqueen-friends-great-party-favour-and-activties-i2272629676.html,Lazada
425197549,https://lzd-img-global.slatic.net/g/p/722429bbb847b54c41f02d104e382ff9.jpg_200x200q80.jpg_.webp,32.08,https:////www.lazada.sg/products/guilty-pleasures-by-donna-hill-us-edition-paperback-i2238619714.html,Lazada
425201376,https://lzd-img-global.slatic.net/g/p/4aa617e04637cc0100a5ef337364d15c.jpg_200x200q80.jpg_.webp,19.67,https:////www.lazada.sg/products/the-lunatic-cafe-an-anita-blake-vampire-hunter-novel-by-laurell-k-hamilton-us-edition-paperback-i2239128497.html,Lazada
425201449,https://lzd-img-global.slatic.net/g/p/30e55661d476e4eeceb8e718aee87c94.jpg_200x200q80.jpg_.webp,20.89,https:////www.lazada.sg/products/the-body-farm-scarpetta-book-5-by-patricia-cornwell-us-edition-paperback-i2231291123.html,Lazada
425204669,https://lzd-img-global.slatic.net/g/p/3b1553edf246d005baf4061ec6eddb3e.jpg_200x200q80.jpg_.webp,18.20,https:////www.lazada.sg/products/the-laughing-corpse-an-anita-blake-vampire-hunter-novel-by-laurell-k-hamilton-us-edition-paperback-i2239119566.html,Lazada
425260933,https://lzd-img-global.slatic.net/g/p/0285ab7ef77514592b19b3f36e437511.jpg_200x200q80.jpg_.webp,21.35,https:////www.lazada.sg/products/the-hypnotists-love-story-from-the-bestselling-author-of-big-little-lies-n-by-liane-moriarty-uk-edition-paperback-i2229742338.html,Lazada
439272637,https://lzd-img-global.slatic.net/g/p/817af0dae280a7af0e530119712c87d7.jpg_200x200q80.jpg_.webp,17.28,https:////www.lazada.sg/products/the-miserable-mill-by-lemony-snicket-uk-edition-paperback-i2231466011.html,Lazada
439295785,https://lzd-img-global.slatic.net/g/p/ccf81289dcc90e0788ca54eee8e0194c.jpg_200x200q80.jpg_.webp,12.10,https:////www.lazada.sg/products/kidnapped-catriona-by-robert-louis-stevenson-uk-edition-paperback-i2228025729.html,Lazada
439321611,https://lzd-img-global.slatic.net/g/p/4ac86e3cb9607c329d17e55c1676e62d.jpg_200x200q80.jpg_.webp,14.73,https:////www.lazada.sg/products/quidditch-through-the-ages-by-jk-rowling-uk-edition-paperback-i2085674377.html,Lazada
439554004,https://lzd-img-global.slatic.net/g/p/f5680cd44d8ffa4fd8dec35ec5f95c86.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/primary-1-to-6-intensive-mathematics-drillsprimary-mathematics-assessment-book-i1613274359.html,Lazada
439771277,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAVQAAAFUCAIAAAD08FPiAAAMa2lDQ1BJQ0MgUHJvZmlsZQAASImVVwdYU8kWnluSkJCEEghFSuhNEOlFSggtgoBUwUZIAgklxoSgYkdFBdcuoljRVRFF1wLIoiL2sij2vlhQWVkXC4qi8iYkoOu+8r3zfXPnv2fO/KfcmXvvAKDVw5NKc1FtAPIk+bL4iBDWmNQ0FukZQAAOKIAOdHh8uZQdFxcNoAz0f5f3N6E1lGvOSq5/jv9X0RUI5XwAkHEQZwjk/DyImwDAN/ClsnwAiEq91ZR8qRLPgVhPBgOEeLUSZ6nwLiXOUOHGfpvEeA7EVwDQoPJ4siwA6PehnlXAz4I89M8Qu0oEYgkAWkMhDuSLeAKIlbEPzcubpMTlENtDeynEMB7gk/EdZ9bf+DMG+Xm8rEGsyqtfNELFcmkub9r/WZr/LXm5igEftrBRRbLIeGX+sIa3cyZFKTEV4k5JRkysstYQ94gFqroDgFJEisgklT1qwpdzYP0AE2JXAS80CmITiMMluTHRan1GpjicCzFcLehUcT43EWJDiBcJ5WEJapstsknxal9obaaMw1brz/Fk/X6Vvh4qcpLYav43IiFXzY/RC0WJKRBTILYuECfHQEyH2EWekxClthlRKOLEDNjIFPHK+K0hjhdKIkJU/FhBpiw8Xm1fkicfyBfbIhJzY9T4QL4oMVJVH+wUn9cfP8wFuyKUsJMGeITyMdEDuQiEoWGq3LEXQklSgpqnR5ofEq+ai1OkuXFqe9xSmBuh1FtC7CEvSFDPxZPz4eJU8eOZ0vy4RFWceGE2b2ScKh58OYgGHBAKWEABWwaYBLKBuKWzrhPeqUbCAQ/IQBYQAme1ZmBGSv+IBF4TQCH4EyIhkA/OC+kfFYICqP8yqFVdnUFm/2hB/4wc8AziPBAFcuG9on+WZNBbMngKNeJ/eOfBxofx5sKmHP/3+gHtNw0baqLVGsWAR5bWgCUxjBhKjCSGEx1wYzwQ98ej4TUYNjfcB/cdyOObPeEZoZXwmHCD0Ea4M1FcJPshylGgDfKHq2uR8X0tcFvI6YmH4AGQHTLjTNwYOOMe0A8bD4KePaGWo45bWRXWD9x/y+C7p6G2I7uSUbIBOZhs/+NMuiPdc5BFWevv66OKNWOw3pzBkR/9c76rvgD2UT9aYouwg9hZ7AR2HmvE6gALO47VY5ewo0o8uLqe9q+uAW/x/fHkQB7xP/zx1D6VlZS7Vrt2uH5WjeULp+YrNx5nknSaTJwlymex4ddByOJK+C5DWW6ubm4AKL81qtfXW2b/NwRhXvimK3oHQICgr6+v8ZsuGu71Qwvg9n/2TWd3DL4mDAA4V8pXyApUOlx5IcC3hBbcaUbADFgBe5iPG/AC/iAYhIGRIBYkglQwAVZZBNe5DEwBM8BcUAxKwXKwBqwHm8E2sAvsBQdAHWgEJ8AZcBFcATfAPbh62sFL0AXeg14EQUgIDWEgRog5YoM4IW6IDxKIhCHRSDySiqQjWYgEUSAzkHlIKbISWY9sRaqQX5AjyAnkPNKK3EEeIR3IG+QTiqFUVA81RW3RYagPykaj0ER0PJqFTkYL0fnoUrQcrUT3oLXoCfQiegNtQ1+i3RjANDEmZoE5Yz4YB4vF0rBMTIbNwkqwMqwSq8Ea4HO+hrVhndhHnIgzcBbuDFdwJJ6E8/HJ+Cx8Cb4e34XX4qfwa/gjvAv/SqARTAhOBD8ClzCGkEWYQigmlBF2EA4TTsO91E54TyQSmUQ7ojfci6nEbOJ04hLiRuI+YhOxlfiE2E0ikYxITqQAUiyJR8onFZPWkfaQjpOuktpJPRqaGuYabhrhGmkaEo0ijTKN3RrHNK5qPNfoJWuTbch+5FiygDyNvIy8ndxAvkxuJ/dSdCh2lABKIiWbMpdSTqmhnKbcp7zV1NS01PTVHK0p1pyjWa65X/Oc5iPNj1RdqiOVQx1HVVCXUndSm6h3qG9pNJotLZiWRsunLaVV0U7SHtJ66Ay6C51LF9Bn0yvotfSr9FdaZC0bLbbWBK1CrTKtg1qXtTq1ydq22hxtnvYs7QrtI9q3tLt1GDrDdWJ18nSW6OzWOa/zQpeka6sbpivQna+7Tfek7hMGxrBicBh8xjzGdsZpRrseUc9Oj6uXrVeqt1evRa9LX1ffQz9Zf6p+hf5R/TYmxrRlcpm5zGXMA8ybzE8GpgZsA6HBYoMag6sGHwyHGAYbCg1LDPcZ3jD8ZMQyCjPKMVphVGf0wBg3djQebTzFeJPxaePOIXpD/Ifwh5QMOTDkrglq4mgSbzLdZJvJJZNuUzPTCFOp6TrTk6adZkyzYLNss9Vmx8w6zBnmgeZi89Xmx83/YOmz2KxcVjnrFKvLwsQi0kJhsdWixaLX0s4yybLIcp/lAyuKlY9VptVqq2arLmtz61HWM6yrre/akG18bEQ2a23O2nywtbNNsV1oW2f7ws7QjmtXaFdtd9+eZh9kP9m+0v66A9HBxyHHYaPDFUfU0dNR5FjheNkJdfJyEjttdGodShjqO1QytHLoLWeqM9u5wLna+ZEL0yXapcilzuXVMOthacNWDDs77Kurp2uu63bXe8N1h48cXjS8YfgbN0c3vluF23V3mnu4+2z3evfXHk4eQo9NHrc9GZ6jPBd6Nnt+8fL2knnVeHV4W3une2/wvuWj5xPns8TnnC/BN8R3tm+j70c/L798vwN+f/k7++f47/Z/McJuhHDE9hFPAiwDeAFbA9oCWYHpgVsC24IsgnhBlUGPg62CBcE7gp+zHdjZ7D3sVyGuIbKQwyEfOH6cmZymUCw0IrQktCVMNywpbH3Yw3DL8Kzw6vCuCM+I6RFNkYTIqMgVkbe4plw+t4rbNdJ75MyRp6KoUQlR66MeRztGy6IbRqGjRo5aNep+jE2MJKYuFsRyY1fFPoizi5sc9+to4ui40RWjn8UPj58RfzaBkTAxYXfC+8SQxGWJ95LskxRJzclayeOSq5I/pISmrExpGzNszMwxF1ONU8Wp9WmktOS0HWndY8PGrhnbPs5zXPG4m+Ptxk8df36C8YTcCUcnak3kTTyYTkhPSd+d/pkXy6vkdWdwMzZkdPE5/LX8l4JgwWpBhzBAuFL4PDMgc2Xmi6yArFVZHaIgUZmoU8wRrxe/zo7M3pz9ISc2Z2dOX25K7r48jbz0vCMSXUmO5NQks0lTJ7VKnaTF0rbJfpPXTO6SRcl2yBH5eHl9vh78qb+ksFcsUDwqCCyoKOiZkjzl4FSdqZKpl6Y5Tls87XlheOHP0/Hp/OnNMyxmzJ3xaCZ75tZZyKyMWc2zrWbPn90+J2LOrrmUuTlzfytyLVpZ9G5eyryG+abz58x/siBiQXUxvVhWfGuh/8LNi/BF4kUti90Xr1v8tURQcqHUtbSs9PMS/pILPw3/qfynvqWZS1uWeS3btJy4XLL85oqgFbtW6qwsXPlk1ahVtatZq0tWv1szcc35Mo+yzWspaxVr28qjy+vXWa9bvu7zetH6GxUhFfs2mGxYvOHDRsHGq5uCN9VsNt1cuvnTFvGW21sjttZW2laWbSNuK9j2bHvy9rM/+/xctcN4R+mOLzslO9t2xe86VeVdVbXbZPeyarRaUd2xZ9yeK3tD99bXONds3cfcV7of7Ffs/+OX9F9uHog60HzQ52DNIZtDGw4zDpfUIrXTarvqRHVt9an1rUdGHmlu8G84/KvLrzsbLRorjuofXXaMcmz+sb7jhce7m6RNnSeyTjxpnth87+SYk9dPjT7Vcjrq9Lkz4WdOnmWfPX4u4Fzjeb/zRy74XKi76HWx9pLnpcO/ef52uMWrpfay9+X6K75XGlpHtB67GnT1xLXQa2euc69fvBFzo/Vm0s3bt8bdarstuP3iTu6d13cL7vbem3OfcL/kgfaDsocmDyt/d/h9X5tX29FHoY8uPU54fO8J/8nLp/Knn9vnP6M9K3tu/rzqhduLxo7wjit/jP2j/aX0ZW9n8Z86f254Zf/q0F/Bf13qGtPV/lr2uu/NkrdGb3e+83jX3B3X/fB93vveDyU9Rj27Pvp8PPsp5dPz3imfSZ/Lvzh8afga9fV+X15fn5Qn4/X/CmCwoZmZALzZCQAtFQAGPLdRxqrOgv2CqM6v/Qj8J6w6L/aLFwA1sFP+xnOaANgPm+0cyB0MgPIXPjEYoO7ug00t8kx3NxUXFZ6ECD19fW9NASA1APBF1tfXu7Gv78t2GOwdAJomq86gSiHCM8OWQCW6YSiYA34Q1fn0uxx/7IEyAg/wY/8vmVePM1H8nv4AAAA4ZVhJZk1NACoAAAAIAAGHaQAEAAAAAQAAABoAAAAAAAKgAgAEAAAAAQAAAVSgAwAEAAAAAQAAAVQAAAAAsK6KPgAACCtJREFUeAHt00ERACAMA0HAv96+O+i4rYNsmjszxxEg0BN4vcgSEyDwBYzfHxCIChh/tHixCRi/HyAQFTD+aPFiEzB+P0AgKmD80eLFJmD8foBAVMD4o8WLTcD4/QCBqIDxR4sXm4Dx+wECUQHjjxYvNgHj9wMEogLGHy1ebALG7wcIRAWMP1q82ASM3w8QiAoYf7R4sQkYvx8gEBUw/mjxYhMwfj9AICpg/NHixSZg/H6AQFTA+KPFi03A+P0AgaiA8UeLF5uA8fsBAlEB448WLzYB4/cDBKICxh8tXmwCxu8HCEQFjD9avNgEjN8PEIgKGH+0eLEJGL8fIBAVMP5o8WITMH4/QCAqYPzR4sUmYPx+gEBUwPijxYtNwPj9AIGogPFHixebgPH7AQJRAeOPFi82AeP3AwSiAsYfLV5sAsbvBwhEBYw/WrzYBIzfDxCIChh/tHixCRi/HyAQFTD+aPFiEzB+P0AgKmD80eLFJmD8foBAVMD4o8WLTcD4/QCBqIDxR4sXm4Dx+wECUQHjjxYvNgHj9wMEogLGHy1ebALG7wcIRAWMP1q82ASM3w8QiAoYf7R4sQkYvx8gEBUw/mjxYhMwfj9AICpg/NHixSZg/H6AQFTA+KPFi03A+P0AgaiA8UeLF5uA8fsBAlEB448WLzYB4/cDBKICxh8tXmwCxu8HCEQFjD9avNgEjN8PEIgKGH+0eLEJGL8fIBAVMP5o8WITMH4/QCAqYPzR4sUmYPx+gEBUwPijxYtNwPj9AIGogPFHixebgPH7AQJRAeOPFi82AeP3AwSiAsYfLV5sAsbvBwhEBYw/WrzYBIzfDxCIChh/tHixCRi/HyAQFTD+aPFiEzB+P0AgKmD80eLFJmD8foBAVMD4o8WLTcD4/QCBqIDxR4sXm4Dx+wECUQHjjxYvNgHj9wMEogLGHy1ebALG7wcIRAWMP1q82ASM3w8QiAoYf7R4sQkYvx8gEBUw/mjxYhMwfj9AICpg/NHixSZg/H6AQFTA+KPFi03A+P0AgaiA8UeLF5uA8fsBAlEB448WLzYB4/cDBKICxh8tXmwCxu8HCEQFjD9avNgEjN8PEIgKGH+0eLEJGL8fIBAVMP5o8WITMH4/QCAqYPzR4sUmYPx+gEBUwPijxYtNwPj9AIGogPFHixebgPH7AQJRAeOPFi82AeP3AwSiAsYfLV5sAsbvBwhEBYw/WrzYBIzfDxCIChh/tHixCRi/HyAQFTD+aPFiEzB+P0AgKmD80eLFJmD8foBAVMD4o8WLTcD4/QCBqIDxR4sXm4Dx+wECUQHjjxYvNgHj9wMEogLGHy1ebALG7wcIRAWMP1q82ASM3w8QiAoYf7R4sQkYvx8gEBUw/mjxYhMwfj9AICpg/NHixSZg/H6AQFTA+KPFi03A+P0AgaiA8UeLF5uA8fsBAlEB448WLzYB4/cDBKICxh8tXmwCxu8HCEQFjD9avNgEjN8PEIgKGH+0eLEJGL8fIBAVMP5o8WITMH4/QCAqYPzR4sUmYPx+gEBUwPijxYtNwPj9AIGogPFHixebgPH7AQJRAeOPFi82AeP3AwSiAsYfLV5sAsbvBwhEBYw/WrzYBIzfDxCIChh/tHixCRi/HyAQFTD+aPFiEzB+P0AgKmD80eLFJmD8foBAVMD4o8WLTcD4/QCBqIDxR4sXm4Dx+wECUQHjjxYvNgHj9wMEogLGHy1ebALG7wcIRAWMP1q82ASM3w8QiAoYf7R4sQkYvx8gEBUw/mjxYhMwfj9AICpg/NHixSZg/H6AQFTA+KPFi03A+P0AgaiA8UeLF5uA8fsBAlEB448WLzYB4/cDBKICxh8tXmwCxu8HCEQFjD9avNgEjN8PEIgKGH+0eLEJGL8fIBAVMP5o8WITMH4/QCAqYPzR4sUmYPx+gEBUwPijxYtNwPj9AIGogPFHixebgPH7AQJRAeOPFi82AeP3AwSiAsYfLV5sAsbvBwhEBYw/WrzYBIzfDxCIChh/tHixCRi/HyAQFTD+aPFiEzB+P0AgKmD80eLFJmD8foBAVMD4o8WLTcD4/QCBqIDxR4sXm4Dx+wECUQHjjxYvNgHj9wMEogLGHy1ebALG7wcIRAWMP1q82ASM3w8QiAoYf7R4sQkYvx8gEBUw/mjxYhMwfj9AICpg/NHixSZg/H6AQFTA+KPFi03A+P0AgaiA8UeLF5uA8fsBAlEB448WLzYB4/cDBKICxh8tXmwCxu8HCEQFjD9avNgEjN8PEIgKGH+0eLEJGL8fIBAVMP5o8WITMH4/QCAqYPzR4sUmYPx+gEBUwPijxYtNwPj9AIGogPFHixebgPH7AQJRAeOPFi82AeP3AwSiAsYfLV5sAsbvBwhEBYw/WrzYBIzfDxCIChh/tHixCRi/HyAQFTD+aPFiEzB+P0AgKmD80eLFJmD8foBAVMD4o8WLTcD4/QCBqIDxR4sXm4Dx+wECUQHjjxYvNgHj9wMEogLGHy1ebALG7wcIRAWMP1q82ASM3w8QiAoYf7R4sQkYvx8gEBUw/mjxYhMwfj9AICpg/NHixSZg/H6AQFTA+KPFi03A+P0AgaiA8UeLF5uA8fsBAlEB448WLzYB4/cDBKICxh8tXmwCxu8HCEQFjD9avNgEjN8PEIgKGH+0eLEJGL8fIBAVMP5o8WITMH4/QCAqYPzR4sUmYPx+gEBUwPijxYtNwPj9AIGogPFHixebgPH7AQJRAeOPFi82AeP3AwSiAsYfLV5sAsbvBwhEBYw/WrzYBIzfDxCIChh/tHixCSyuBAWKlHKy/QAAAABJRU5ErkJggg==",15.94,https:////www.lazada.sg/products/out-of-the-dust-by-karen-hesse-us-edition-paperback-i2228163763.html,Lazada
440184622,https://lzd-img-global.slatic.net/g/p/3010d05667cb93ce02a4edc8500402a4.jpg_200x200q80.jpg_.webp,29.77,https:////www.lazada.sg/products/tai-pan-the-second-novel-of-the-asian-saga-by-james-clavell-uk-edition-paperback-i3016680983.html,Lazada
440226708,https://lzd-img-global.slatic.net/g/p/7635559c4779c941022e1cb7b8afd7ce.png_200x200q80.png_.webp,17.89,https:////www.lazada.sg/products/milu-the-incredible-journey-original-english-books-i2980386760.html,Lazada
440234743,https://lzd-img-global.slatic.net/g/p/457820d2bfbe406a53ef09ba9061e0a0.jpg_200x200q80.jpg_.webp,21.45,https:////www.lazada.sg/products/the-testaments-the-booker-prize-winning-sequel-to-the-handmaids-tale-by-margaret-atwood-uk-edition-paperback-i2107400026.html,Lazada
440235596,https://lzd-img-global.slatic.net/g/p/f5680cd44d8ffa4fd8dec35ec5f95c86.jpg_200x200q80.jpg_.webp,10.90,https:////www.lazada.sg/products/primary-1-to-6-intensive-mathematics-drillsprimary-mathematics-assessment-book-i1613274359.html,Lazada
440236703,https://lzd-img-global.slatic.net/g/p/f48cfa8da74238d365c6102ec722bba0.jpg_200x200q80.jpg_.webp,22.81,https:////www.lazada.sg/products/tell-no-one-a-novel-by-harlan-coben-us-edition-paperback-i2239227925.html,Lazada
440241006,https://lzd-img-global.slatic.net/g/p/27b96797c6e842749d5d8d6c29d0d4a3.jpg_200x200q80.jpg_.webp,14.12,https:////www.lazada.sg/products/the-little-book-of-yes-how-to-win-friends-boost-your-confidence-and-persuad-by-noah-goldstein-uk-edition-paperback-i2177193083.html,Lazada
440241014,https://lzd-img-global.slatic.net/g/p/a5815ab308cf03e3cd69ed6c347f4652.jpg_200x200q80.jpg_.webp,29.80,https:////www.lazada.sg/products/ego-is-the-enemy-by-ryan-holiday-us-edition-hardcover-i2006951507.html,Lazada
440241022,https://lzd-img-global.slatic.net/g/p/85206ebf0d994a750e64fdd82701120f.jpg_200x200q80.jpg_.webp,21.03,https:////www.lazada.sg/products/boa-1st-mini-album-one-shot-two-shot-i2678752591.html,Lazada
440241898,https://lzd-img-global.slatic.net/g/p/9545da40c3516a4de6e3519e37c85330.png_200x200q80.png_.webp,15.32,https:////www.lazada.sg/products/shopaholic-ties-the-knot-a-paperback-english-9780552773485-general-fiction-i2843091147.html,Lazada
440243750,https://lzd-img-global.slatic.net/g/p/af9f68cbf057cf99f43c1d4b9ba6dbde.jpg_200x200q80.jpg_.webp,2.90,https:////www.lazada.sg/products/miniso-book-collection-snoopy-summer-a5-blank-paper-blank-paper-barbie-a6-wire-bound-disney-frozen-a5-ruled-paper-blank-paper-assorted-i2887896365.html,Lazada
440339340,https://lzd-img-global.slatic.net/g/p/87db011b07a03e6f251173b9d31d1170.png_200x200q80.png_.webp,12.90,https:////www.lazada.sg/products/primary-1-to-6-complete-practice-book-for-grammar-vocabulary-comprehension-3ed-i2638417289.html,Lazada
440401585,https://lzd-img-global.slatic.net/g/p/1620ebd51c7d24e6889079886e0cc479.jpg_200x200q80.jpg_.webp,16.77,https:////www.lazada.sg/products/a-swiftly-tilting-planet-by-madeleine-lengle-us-edition-paperback-i2231380504.html,Lazada
